toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate,st_rad_err,st_logg_err,st_teff_err,notes,accepted
5702.01,5702,141985686,141985686.01,1,PC,17h01m49.65s,255.456895,,,+14d42m26.87s,14.707465,,,-17.019,0.041,-0.041,0.0,1.0,-47.146,0.046,-0.046,0.0,1.0,2459738.417473,0.004012,-0.004012,0,1,3.1291319,3.82e-05,-3.82e-05,0,1,1.993,0.515,-0.515,0,1,680.0,4.30352,-4.30352,0,1,4.10795,0.403543,-0.403543,0,1,516.613,,,,,1328.0,,,,,9.83993,0.006,-0.006,0,1,222.812,1.3525,-1.3525,0,1,6236.0,146.4,-146.4,0,1,4.13,0.08,-0.08,0,1,1.57,0.07,-0.07,0,1,2022-07-28 21:43:08,2022-07-29 12:02:47,0.07,0.08,146.4,,True
5703.01,5703,10792081,10792081.01,1,PC,01h56m47.62s,29.198406,,,+65d46m12.85s,65.770236,,,62.845,0.038,-0.038,0.0,1.0,-71.31,0.046,-0.046,0.0,1.0,2459735.350043,0.008318,-0.008318,0,1,10.1692828,0.0001414,-0.0001414,0,1,5.653,0.612,-0.612,0,1,756.0,462.662,-462.662,0,1,6.53126,2.42166,-2.42166,0,1,2635.32,,,,,1996.0,,,,,10.0223,0.006,-0.006,0,1,146.959,0.73,-0.73,0,1,5856.0,140.9,-140.9,0,1,4.45,0.08,-0.08,0,1,1.01,0.05,-0.05,0,1,2022-07-28 21:43:08,2022-07-29 12:02:47,0.05,0.08,140.9,,True
5748.01,5748,407495930,407495930.01,1,PC,00h28m20.27s,7.084443,,,+73d06m27.91s,73.107753,,,2.337,0.028,-0.028,0.0,1.0,1.468,0.026,-0.026,0.0,1.0,2459738.329356,0.004843,-0.004843,0,1,3.0269043,1.9e-05,-1.9e-05,0,1,3.819,0.264,-0.264,0,1,7120.0,9.04245,-9.04245,0,1,14.2605,0.8726,-0.8726,0,1,1446.66,,,,,1718.0,,,,,12.9255,0.02,-0.02,0,1,866.343,12.2525,-12.2525,0,1,6154.0,175.3,-175.3,0,1,4.06,0.08,-0.08,0,1,1.67,0.08,-0.08,0,1,2022-09-01 23:36:33,2022-09-02 12:02:28,0.08,0.08,175.3,,True
5749.01,5749,387329912,387329912.01,1,PC,20h39m49.01s,309.954211,,,+68d43m12.58s,68.720161,,,5.888,0.042,-0.042,0.0,1.0,9.84,0.04,-0.04,0.0,1.0,2459734.363125,0.003255,-0.003255,0,1,5.4328364,2.29e-05,-2.29e-05,0,1,7.38,0.315,-0.315,0,1,1420.0,0.2853,-0.2853,0,1,12.63,0.656937,-0.656937,0,1,1693.95,,,,,1787.0,,,,,10.7778,0.008,-0.008,0,1,609.042,7.6275,-7.6275,0,1,6024.0,133.7,-133.7,0,1,3.43,0.08,-0.08,0,1,3.4,0.17,-0.17,0,1,2022-09-01 23:36:33,2022-09-02 12:02:28,0.17,0.08,133.7,,True
5754.01,5754,135267558,135267558.01,1,PC,16h16m13.48s,244.056148,,,+20d17m37.65s,20.293793,,,2.129,0.028,-0.028,0.0,1.0,6.163,0.03,-0.03,0.0,1.0,2459736.090495,0.001401,-0.001401,0,1,3.6479472,1.08e-05,-1.08e-05,0,1,1.683,0.288,-0.288,0,1,9470.0,12.9068,-12.9068,0,1,11.96,0.744782,-0.744782,0,1,208.679,,,,,1058.0,,,,,12.6025,0.008,-0.008,0,1,557.293,7.261,-7.261,0,1,5999.0,135.5,-135.5,0,1,4.35,0.08,-0.08,0,1,1.16,0.06,-0.06,0,1,2022-09-01 23:36:35,2022-09-02 12:02:28,0.06,0.08,135.5,,True
5755.01,5755,256584532,256584532.01,1,PC,21h50m44.75s,327.686471,,,+70d38m47.14s,70.646428,,,-8.175,0.066,-0.066,0.0,1.0,-2.104,0.075,-0.075,0.0,1.0,2459736.246115,0.003246,-0.003246,0,1,5.4397285,2.32e-05,-2.32e-05,0,1,3.099,0.23,-0.23,0,1,8020.0,7.04171,-7.04171,0,1,10.0246,0.685829,-0.685829,0,1,150.751,,,,,976.0,,,,,12.9079,0.006,-0.006,0,1,444.485,7.6805,-7.6805,0,1,5188.0,149.1,-149.1,0,1,4.29,0.09,-0.09,0,1,1.12,0.07,-0.07,0,1,2022-09-01 23:36:36,2022-09-02 12:02:28,0.07,0.09,149.1,,True
5760.01,5760,255907107,255907107.01,1,PC,16h27m53.39s,246.972473,,,+38d27m11.48s,38.453189,,,-16.11,0.021,-0.021,0.0,1.0,15.113,0.024,-0.024,0.0,1.0,2459739.173528,0.002166,-0.002166,0,1,7.924204,3.19e-05,-3.19e-05,0,1,4.458,0.368,-0.368,0,1,8160.0,5.30553,-5.30553,0,1,12.6224,0.678919,-0.678919,0,1,226.813,,,,,1081.0,,,,,12.5992,0.007,-0.007,0,1,618.078,4.746,-4.746,0,1,5739.6,107.2,-107.2,0,1,4.17,0.07,-0.07,0,1,1.39,0.06,-0.06,0,1,2022-09-01 23:36:38,2022-09-02 12:02:28,0.06,0.07,107.2,,True
5761.01,5761,428703516,428703516.01,1,PC,03h09m40.14s,47.417232,,,+75d02m51.32s,75.04759,,,-14.812,0.039,-0.039,0.0,1.0,-8.731,0.042,-0.042,0.0,1.0,2459722.313637,0.002775,-0.002775,0,1,19.5422056,8.13e-05,-8.13e-05,0,1,3.465,0.226,-0.226,0,1,4120.0,2.70867,-2.70867,0,1,5.05981,0.328836,-0.328836,0,1,15.7305,,,,,554.0,,,,,11.7149,0.006,-0.006,0,1,192.846,1.0015,-1.0015,0,1,5221.0,146.5,-146.5,0,1,4.62,0.09,-0.09,0,1,0.77,0.05,-0.05,0,1,2022-09-01 23:36:39,2022-09-02 12:02:28,0.05,0.09,146.5,,True
5762.01,5762,257531677,257531677.01,1,PC,17h13m17.31s,258.32211,,,+25d14m58.08s,25.249466,,,-16.021,0.021,-0.021,0.0,1.0,6.82,0.027,-0.027,0.0,1.0,2459735.332063,0.002646,-0.002646,0,1,3.946066,1.71e-05,-1.71e-05,0,1,1.792,0.361,-0.361,0,1,8410.0,25.9457,-25.9457,0,1,11.2929,0.875531,-0.875531,0,1,179.278,,,,,1019.0,,,,,12.6536,0.007,-0.007,0,1,527.004,4.5315,-4.5315,0,1,5769.6,132.7,-132.7,0,1,4.35,0.08,-0.08,0,1,1.13,0.06,-0.06,0,1,2022-09-01 23:36:39,2022-09-02 12:02:28,0.06,0.08,132.7,,True
5764.01,5764,150476057,150476057.01,1,PC,16h47m12.62s,251.802577,,,+22d07m24.23s,22.123397,,,3.236,0.02,-0.02,0.0,1.0,-0.262,0.025,-0.025,0.0,1.0,2459739.415504,0.002629,-0.002629,0,1,5.0859973,2.36e-05,-2.36e-05,0,1,1.594,0.224,-0.224,0,1,9400.0,19.6247,-19.6247,0,1,16.2391,1.08936,-1.08936,0,1,114.916,,,,,912.0,,,,,12.768,0.007,-0.007,0,1,960.081,14.1525,-14.1525,0,1,6503.0,127.4,-127.4,0,1,4.13,0.09,-0.09,0,1,1.65,0.07,-0.07,0,1,2022-09-01 23:36:40,2022-09-02 12:02:28,0.07,0.09,127.4,,True
5773.01,5773,445795465,445795465.01,1,PC,05h27m07.76s,81.782314,,,+75d47m21.21s,75.789224,,,5.761,0.026,-0.026,0.0,1.0,2.196,0.032,-0.032,0.0,1.0,2459767.6163,0.001937,-0.001937,0,1,2.7404478,8.2e-06,-8.2e-06,0,1,3.422,0.301,-0.301,0,1,5340.0,3.15337,-3.15337,0,1,12.6696,0.756336,-0.756336,0,1,908.875,,,,,1529.0,,,,,12.4443,0.009,-0.009,0,1,614.872,7.7645,-7.7645,0,1,5390.0,123.9,-123.9,0,1,3.93,0.08,-0.08,0,1,1.74,0.09,-0.09,0,1,2022-09-01 23:42:06,2022-09-02 12:02:28,0.09,0.08,123.9,,True
5776.01,5776,310728245,310728245.01,1,PC,17h36m41.96s,264.17484,,,+20d13m08.7s,20.219083,,,-2.632,0.034,-0.034,0.0,1.0,-13.769,0.046,-0.046,0.0,1.0,2459765.925587,0.002066,-0.002066,0,1,4.1816344,3.69e-05,-3.69e-05,0,1,4.13,0.302,-0.302,0,1,4180.0,4.11025,-4.11025,0,1,13.4666,0.754848,-0.754848,0,1,782.898,,,,,1473.0,,,,,12.1884,0.007,-0.007,0,1,676.452,10.4015,-10.4015,0,1,5900.0,117.7,-117.7,0,1,3.98,0.08,-0.08,0,1,1.76,0.08,-0.08,0,1,2022-09-01 23:42:07,2022-09-02 12:02:28,0.08,0.08,117.7,,True
981.01,981,127476180,127476180.01,1,PC,07h48m27.17s,117.113226,,,-28d12m17.38s,-28.204828,,,-20.695,0.041,-0.041,0.0,1.0,12.432,0.049,-0.049,0.0,1.0,2458492.61686,0.00429,-0.00429,0,1,1.60374,0.0005,-0.0005,0,1,2.104,0.289,-0.289,0,1,850.0,1.36141,-1.36141,0,1,4.31765,0.264627,-0.264627,0,1,2595.61,,,,,1988.0,,,,,10.2957,0.006,-0.006,0,1,297.758,2.581,-2.581,0,1,6711.0,138.0,-138.0,0,1,4.25,0.09,-0.09,0,1,1.48,0.06,-0.06,0,1,2019-07-24 15:58:33,2021-10-29 12:59:15,0.06,0.09,138.0,,True
